"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"SIE00105938","1955-01-19","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -98",",,E"," -177",",,E",,
"SIE00105938","1955-01-20","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   -7",",,E"," -105",",,E",,
"SIE00105938","1955-01-21","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -57",",,E",,,,
"SIE00105938","1955-01-22","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   -8",",,E","  -70",",,E",,
"SIE00105938","1955-01-23","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -29",",,E","  -73",",,E",,
"SIE00105938","1955-01-24","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -10",",,E","  -92",",,E",,
"SIE00105938","1955-01-25","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   54",",,E","  -70",",,E",,
"SIE00105938","1955-01-26","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   41",",,E","  -12",",,E",,
"SIE00105938","1955-01-27","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   24",",,E","  -15",",,E",,
"SIE00105938","1955-01-28","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   42",",,E","  -25",",,E",,
"SIE00105938","1955-01-29","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   40",",,E","  -40",",,E",,
"SIE00105938","1955-01-30","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   -2",",,E","  -40",",,E",,
"SIE00105938","1955-01-31","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   12",",,E","  -42",",,E",,
"SIE00105938","1955-02-01","46.3792","13.8539","2514.0","KREDARICA, SI","  103",",,E",,,"  -15",",,E","  -66",",,E",,
"SIE00105938","1955-02-02","46.3792","13.8539","2514.0","KREDARICA, SI","  154",",,E",,,"  -25",",,E","  -52",",,E",,
"SIE00105938","1955-02-03","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -45",",,E","  -66",",,E",,
"SIE00105938","1955-02-04","46.3792","13.8539","2514.0","KREDARICA, SI","   33",",,E",,,"  -50",",,E","  -85",",,E",,
"SIE00105938","1955-02-05","46.3792","13.8539","2514.0","KREDARICA, SI","   22",",,E",,,"  -52",",,E","  -85",",,E",,
"SIE00105938","1955-02-06","46.3792","13.8539","2514.0","KREDARICA, SI","   63",",,E",,,"  -50",",,E","  -95",",,E",,
"SIE00105938","1955-02-07","46.3792","13.8539","2514.0","KREDARICA, SI","    5",",,E",,,"  -85",",,E"," -144",",,E",,
"SIE00105938","1955-02-08","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -32",",,E"," -145",",,E",,
"SIE00105938","1955-02-09","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -45",",,E"," -125",",,E",,
"SIE00105938","1955-02-10","46.3792","13.8539","2514.0","KREDARICA, SI","  111",",,E",,,"  -67",",,E"," -140",",,E",,
"SIE00105938","1955-02-11","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,," -120",",,E"," -178",",,E",,
"SIE00105938","1955-02-12","46.3792","13.8539","2514.0","KREDARICA, SI","    8",",,E",,," -117",",,E"," -160",",,E",,
"SIE00105938","1955-02-13","46.3792","13.8539","2514.0","KREDARICA, SI","   68",",,E",,," -103",",,E"," -157",",,E",,
"SIE00105938","1955-02-14","46.3792","13.8539","2514.0","KREDARICA, SI","    8",",,E",,," -138",",,E"," -198",",,E",,
"SIE00105938","1955-02-15","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,," -115",",,E"," -192",",,E",,
"SIE00105938","1955-02-16","46.3792","13.8539","2514.0","KREDARICA, SI","   41",",,E",,,"  -82",",,E"," -150",",,E",,
"SIE00105938","1955-02-17","46.3792","13.8539","2514.0","KREDARICA, SI","  843",",,E",,,"  -23",",,E"," -135",",,E",,
"SIE00105938","1955-02-18","46.3792","13.8539","2514.0","KREDARICA, SI","  363",",,E",,,"  -20",",,E","  -72",",,E",,
"SIE00105938","1955-02-19","46.3792","13.8539","2514.0","KREDARICA, SI","  305",",,E",,,"  -65",",,E"," -121",",,E",,
"SIE00105938","1955-02-20","46.3792","13.8539","2514.0","KREDARICA, SI","  150",",,E",,," -102",",,E"," -153",",,E",,
"SIE00105938","1955-02-21","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,," -130",",,E"," -188",",,E",,
"SIE00105938","1955-02-22","46.3792","13.8539","2514.0","KREDARICA, SI","    8",",,E",,,"  -57",",,E"," -150",",,E",,
"SIE00105938","1955-02-23","46.3792","13.8539","2514.0","KREDARICA, SI","   95",",,E",,,"  -57",",,E","  -92",",,E",,
"SIE00105938","1955-02-24","46.3792","13.8539","2514.0","KREDARICA, SI","   38",",,E",,,"  -40",",,E","  -73",",,E",,
"SIE00105938","1955-02-25","46.3792","13.8539","2514.0","KREDARICA, SI","   39",",,E",,,"  -42",",,E",,,,
"SIE00105938","1955-02-26","46.3792","13.8539","2514.0","KREDARICA, SI","    9",",,E",,,"  -70",",,E"," -127",",,E",,
"SIE00105938","1955-02-27","46.3792","13.8539","2514.0","KREDARICA, SI","  211",",,E",,,"  -70",",,E"," -130",",,E",,
"SIE00105938","1955-02-28","46.3792","13.8539","2514.0","KREDARICA, SI","   32",",,E",,,"  -75",",,E"," -129",",,E",,
"SIE00105938","1955-03-01","46.3792","13.8539","2514.0","KREDARICA, SI","   36",",,E",,,"  -85",",,E"," -150",",,E",,
"SIE00105938","1955-03-02","46.3792","13.8539","2514.0","KREDARICA, SI","   23",",,E",,," -100",",,E"," -164",",,E",,
"SIE00105938","1955-03-03","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,," -126",",,E"," -180",",,E",,
"SIE00105938","1955-03-04","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -53",",,E"," -148",",,E",,
"SIE00105938","1955-03-05","46.3792","13.8539","2514.0","KREDARICA, SI","  184",",,E",,,"  -45",",,E"," -176",",,E",,
"SIE00105938","1955-03-06","46.3792","13.8539","2514.0","KREDARICA, SI","  136",",,E",,," -105",",,E"," -178",",,E",,
"SIE00105938","1955-03-07","46.3792","13.8539","2514.0","KREDARICA, SI","   76",",,E",,," -100",",,E"," -139",",,E",,
"SIE00105938","1955-03-08","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -57",",,E"," -129",",,E",,
"SIE00105938","1955-03-09","46.3792","13.8539","2514.0","KREDARICA, SI","    8",",,E",,,"  -73",",,E"," -102",",,E",,
"SIE00105938","1955-03-10","46.3792","13.8539","2514.0","KREDARICA, SI","    6",",,E",,,"  -67",",,E"," -109",",,E",,
"SIE00105938","1955-03-11","46.3792","13.8539","2514.0","KREDARICA, SI","    8",",,E",,,"  -55",",,E"," -119",",,E",,
"SIE00105938","1955-03-12","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -52",",,E"," -104",",,E",,
"SIE00105938","1955-03-13","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -13",",,E"," -104",",,E",,
"SIE00105938","1955-03-14","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -39",",,E"," -105",",,E",,
"SIE00105938","1955-03-15","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -76",",,E"," -141",",,E",,
"SIE00105938","1955-03-16","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -46",",,E"," -134",",,E",,
"SIE00105938","1955-03-17","46.3792","13.8539","2514.0","KREDARICA, SI","   90",",,E",,,"  -25",",,E","  -92",",,E",,
"SIE00105938","1955-03-18","46.3792","13.8539","2514.0","KREDARICA, SI","   17",",,E",,,"  -70",",,E"," -190",",,E",,
"SIE00105938","1955-03-19","46.3792","13.8539","2514.0","KREDARICA, SI","   33",",,E",,," -132",",,E"," -187",",,E",,
"SIE00105938","1955-03-20","46.3792","13.8539","2514.0","KREDARICA, SI","  152",",,E",,,"  -83",",,E"," -140",",,E",,
"SIE00105938","1955-03-21","46.3792","13.8539","2514.0","KREDARICA, SI","  297",",,E",,,"  -34",",,E","  -99",",,E",,
"SIE00105938","1955-03-22","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   26",",,E","  -55",",,E",,
"SIE00105938","1955-03-23","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   10",",,E","  -51",",,E",,
"SIE00105938","1955-03-24","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   56",",,E","  -33",",,E",,
"SIE00105938","1955-03-25","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   67",",,E","   10",",,E",,
"SIE00105938","1955-03-26","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   73",",,E","   44",",,E",,
"SIE00105938","1955-03-27","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   53",",,E","  -14",",,E",,
"SIE00105938","1955-03-28","46.3792","13.8539","2514.0","KREDARICA, SI","  108",",,E",,,"    2",",,E","  -50",",,E",,
"SIE00105938","1955-03-29","46.3792","13.8539","2514.0","KREDARICA, SI","  155",",,E",,,"  -30",",,E","  -60",",,E",,
"SIE00105938","1955-03-30","46.3792","13.8539","2514.0","KREDARICA, SI","    7",",,E",,,"  -60",",,E"," -140",",,E",,
"SIE00105938","1955-03-31","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -36",",,E"," -156",",,E",,
"SIE00105938","1955-04-01","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -72",",,E"," -130",",,E",,
"SIE00105938","1955-04-02","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -64",",,E"," -122",",,E",,
"SIE00105938","1955-04-03","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -52",",,E","  -84",",,E",,
"SIE00105938","1955-04-04","46.3792","13.8539","2514.0","KREDARICA, SI","    4",",,E",,,"  -24",",,E","  -79",",,E",,
"SIE00105938","1955-04-05","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -46",",,E","  -67",",,E",,
"SIE00105938","1955-04-06","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -20",",,E","  -59",",,E",,
"SIE00105938","1955-04-07","46.3792","13.8539","2514.0","KREDARICA, SI","   90",",,E",,,"   28",",,E","  -56",",,E",,
"SIE00105938","1955-04-08","46.3792","13.8539","2514.0","KREDARICA, SI","   38",",,E",,,"  -10",",,E","  -54",",,E",,
"SIE00105938","1955-04-09","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   -7",",,E","  -50",",,E",,
"SIE00105938","1955-04-10","46.3792","13.8539","2514.0","KREDARICA, SI","   30",",,E",,,"   20",",,E","  -69",",,E",,
"SIE00105938","1955-04-11","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -33",",,E","  -73",",,E",,
"SIE00105938","1955-04-12","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -45",",,E"," -104",",,E",,
"SIE00105938","1955-04-13","46.3792","13.8539","2514.0","KREDARICA, SI","    3",",,E",,,"  -14",",,E"," -102",",,E",,
"SIE00105938","1955-04-14","46.3792","13.8539","2514.0","KREDARICA, SI","   68",",,E",,,"  -50",",,E"," -120",",,E",,
"SIE00105938","1955-04-15","46.3792","13.8539","2514.0","KREDARICA, SI","    5",",,E",,,"  -96",",,E"," -140",",,E",,
"SIE00105938","1955-04-16","46.3792","13.8539","2514.0","KREDARICA, SI","    8",",,E",,,"  -95",",,E"," -148",",,E",,
"SIE00105938","1955-04-17","46.3792","13.8539","2514.0","KREDARICA, SI","   27",",,E",,,"  -75",",,E"," -125",",,E",,
"SIE00105938","1955-04-18","46.3792","13.8539","2514.0","KREDARICA, SI","    4",",,E",,,"  -42",",,E"," -133",",,E",,
"SIE00105938","1955-04-19","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -95",",,E"," -146",",,E",,
"SIE00105938","1955-04-20","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -47",",,E"," -138",",,E",,
"SIE00105938","1955-04-21","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   10",",,E"," -103",",,E",,
"SIE00105938","1955-04-22","46.3792","13.8539","2514.0","KREDARICA, SI","   14",",,E",,,"  -26",",,E","  -77",",,E",,
"SIE00105938","1955-04-23","46.3792","13.8539","2514.0","KREDARICA, SI","    3",",,E",,,"  -17",",,E","  -70",",,E",,
"SIE00105938","1955-04-24","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -16",",,E","  -60",",,E",,
"SIE00105938","1955-04-25","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  -33",",,E"," -101",",,E",,
"SIE00105938","1955-04-26","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   34",",,E"," -105",",,E",,
"SIE00105938","1955-04-27","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   15",",,E","  -34",",,E",,
"SIE00105938","1955-04-28","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   90",",,E","  -17",",,E",,
"SIE00105938","1955-04-29","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   90",",,E","   -3",",,E",,
"SIE00105938","1955-04-30","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  122",",,E","   15",",,E",,
"SIE00105938","1955-05-01","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  115",",,E","   23",",,E",,
"SIE00105938","1955-05-02","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   97",",,E","   20",",,E",,
"SIE00105938","1955-05-03","46.3792","13.8539","2514.0","KREDARICA, SI","  206",",,E",,,"   35",",,E","  -71",",,E",,
"SIE00105938","1955-05-04","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   50",",,E","  -69",",,E",,
"SIE00105938","1955-05-05","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   70",",,E","   -3",",,E",,
"SIE00105938","1955-05-06","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  100",",,E","   20",",,E",,
"SIE00105938","1955-05-07","46.3792","13.8539","2514.0","KREDARICA, SI","  492",",,E",,,"   34",",,E","  -51",",,E",,
"SIE00105938","1955-05-08","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   13",",,E","  -61",",,E",,
"SIE00105938","1955-05-09","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  104",",,E","   10",",,E",,
"SIE00105938","1955-05-10","46.3792","13.8539","2514.0","KREDARICA, SI","    4",",,E",,,"   83",",,E","   35",",,E",,
"SIE00105938","1955-05-11","46.3792","13.8539","2514.0","KREDARICA, SI","  211",",,E",,,"   50",",,E","  -12",",,E",,
"SIE00105938","1955-05-12","46.3792","13.8539","2514.0","KREDARICA, SI","   60",",,E",,,"    1",",,E","  -54",",,E",,
"SIE00105938","1955-05-13","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   77",",,E","  -79",",,E",,
"SIE00105938","1955-05-14","46.3792","13.8539","2514.0","KREDARICA, SI","   53",",,E",,,"   65",",,E","   -3",",,E",,
"SIE00105938","1955-05-15","46.3792","13.8539","2514.0","KREDARICA, SI","  547",",,E",,,"   10",",,E","  -53",",,E",,
"SIE00105938","1955-05-16","46.3792","13.8539","2514.0","KREDARICA, SI","    2",",,E",,,"  -16",",,E","  -85",",,E",,
"SIE00105938","1955-05-17","46.3792","13.8539","2514.0","KREDARICA, SI","   25",",,E",,,"   60",",,E","  -40",",,E",,
"SIE00105938","1955-05-18","46.3792","13.8539","2514.0","KREDARICA, SI","  446",",,E",,,"    7",",,E","  -25",",,E",,
"SIE00105938","1955-05-19","46.3792","13.8539","2514.0","KREDARICA, SI","   68",",,E",,,"  -10",",,E","  -86",",,E",,
"SIE00105938","1955-05-20","46.3792","13.8539","2514.0","KREDARICA, SI","   31",",,E",,,"  -34",",,E","  -87",",,E",,
"SIE00105938","1955-05-21","46.3792","13.8539","2514.0","KREDARICA, SI","  135",",,E",,,"   -4",",,E","  -61",",,E",,
"SIE00105938","1955-05-22","46.3792","13.8539","2514.0","KREDARICA, SI","   74",",,E",,,"  -43",",,E","  -91",",,E",,
"SIE00105938","1955-05-23","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"    0",",,E"," -104",",,E",,
"SIE00105938","1955-05-24","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   50",",,E","  -56",",,E",,
"SIE00105938","1955-05-25","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   45",",,E","  -16",",,E",,
"SIE00105938","1955-05-26","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   62",",,E","    0",",,E",,
"SIE00105938","1955-05-27","46.3792","13.8539","2514.0","KREDARICA, SI","  216",",,E",,,"   70",",,E","    2",",,E",,
"SIE00105938","1955-05-28","46.3792","13.8539","2514.0","KREDARICA, SI","  166",",,E",,,"   41",",,E","   -3",",,E",,
"SIE00105938","1955-05-29","46.3792","13.8539","2514.0","KREDARICA, SI","   16",",,E",,,"   29",",,E","  -44",",,E",,
"SIE00105938","1955-05-30","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"    3",",,E","  -65",",,E",,
"SIE00105938","1955-05-31","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   -6",",,E","  -60",",,E",,
"SIE00105938","1955-06-01","46.3792","13.8539","2514.0","KREDARICA, SI","   23",",,E",,,"   14",",,E","  -48",",,E",,
"SIE00105938","1955-06-02","46.3792","13.8539","2514.0","KREDARICA, SI","   12",",,E",,,"   -3",",,E","  -44",",,E",,
"SIE00105938","1955-06-03","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   40",",,E","  -39",",,E",,
"SIE00105938","1955-06-04","46.3792","13.8539","2514.0","KREDARICA, SI","  154",",,E",,,"   33",",,E","  -12",",,E",,
"SIE00105938","1955-06-05","46.3792","13.8539","2514.0","KREDARICA, SI","    3",",,E",,,"   52",",,E","    3",",,E",,
"SIE00105938","1955-06-06","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   97",",,E","   21",",,E",,
"SIE00105938","1955-06-07","46.3792","13.8539","2514.0","KREDARICA, SI","  161",",,E",,,"  145",",,E","   46",",,E",,
"SIE00105938","1955-06-08","46.3792","13.8539","2514.0","KREDARICA, SI","   60",",,E",,,"   62",",,E","   16",",,E",,
"SIE00105938","1955-06-09","46.3792","13.8539","2514.0","KREDARICA, SI","  225",",,E",,,"   20",",,E","    3",",,E",,
"SIE00105938","1955-06-10","46.3792","13.8539","2514.0","KREDARICA, SI","  156",",,E",,,"   20",",,E","  -14",",,E",,
"SIE00105938","1955-06-11","46.3792","13.8539","2514.0","KREDARICA, SI","  484",",,E",,,"   10",",,E","  -49",",,E",,
"SIE00105938","1955-06-12","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   15",",,E","  -61",",,E",,
"SIE00105938","1955-06-13","46.3792","13.8539","2514.0","KREDARICA, SI","   15",",,E",,,"   20",",,E","  -18",",,E",,
"SIE00105938","1955-06-14","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"    8",",,E","  -42",",,E",,
"SIE00105938","1955-06-15","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   25",",,E","  -35",",,E",,
"SIE00105938","1955-06-16","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  102",",,E","   16",",,E",,
"SIE00105938","1955-06-17","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  122",",,E","   50",",,E",,
"SIE00105938","1955-06-18","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   94",",,E","   44",",,E",,
"SIE00105938","1955-06-19","46.3792","13.8539","2514.0","KREDARICA, SI","   16",",,E",,,"  104",",,E","   43",",,E",,
"SIE00105938","1955-06-20","46.3792","13.8539","2514.0","KREDARICA, SI","  188",",,E",,,"   80",",,E","   50",",,E",,
"SIE00105938","1955-06-21","46.3792","13.8539","2514.0","KREDARICA, SI","  222",",,E",,,"   82",",,E","   22",",,E",,
"SIE00105938","1955-06-22","46.3792","13.8539","2514.0","KREDARICA, SI","   53",",,E",,,"   84",",,E","   22",",,E",,
"SIE00105938","1955-06-23","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   56",",,E","   18",",,E",,
"SIE00105938","1955-06-24","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   87",",,E","    8",",,E",,
"SIE00105938","1955-06-25","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  108",",,E","   45",",,E",,
"SIE00105938","1955-06-26","46.3792","13.8539","2514.0","KREDARICA, SI","   62",",,E",,,"  126",",,E","   54",",,E",,
"SIE00105938","1955-06-27","46.3792","13.8539","2514.0","KREDARICA, SI","  159",",,E",,,"   73",",,E","   30",",,E",,
"SIE00105938","1955-06-28","46.3792","13.8539","2514.0","KREDARICA, SI","  162",",,E",,,"   64",",,E","   25",",,E",,
"SIE00105938","1955-06-29","46.3792","13.8539","2514.0","KREDARICA, SI","    4",",,E",,,"   54",",,E","   17",",,E",,
"SIE00105938","1955-06-30","46.3792","13.8539","2514.0","KREDARICA, SI","  143",",,E",,,"   75",",,E","   18",",,E",,
"SIE00105938","1955-07-01","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   82",",,E","   19",",,E",,
"SIE00105938","1955-07-02","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  128",",,E","   47",",,E",,
"SIE00105938","1955-07-03","46.3792","13.8539","2514.0","KREDARICA, SI","   74",",,E",,,"  102",",,E","   58",",,E",,
"SIE00105938","1955-07-04","46.3792","13.8539","2514.0","KREDARICA, SI","  107",",,E",,,"  117",",,E","   37",",,E",,
"SIE00105938","1955-07-05","46.3792","13.8539","2514.0","KREDARICA, SI","   96",",,E",,,"   56",",,E","    2",",,E",,
"SIE00105938","1955-07-06","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   25",",,E","  -15",",,E",,
"SIE00105938","1955-07-07","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   25",",,E","  -23",",,E",,
"SIE00105938","1955-07-08","46.3792","13.8539","2514.0","KREDARICA, SI","   82",",,E",,,"   25",",,E","   -9",",,E",,
"SIE00105938","1955-07-09","46.3792","13.8539","2514.0","KREDARICA, SI","   32",",,E",,,"   57",",,E","   12",",,E",,
"SIE00105938","1955-07-10","46.3792","13.8539","2514.0","KREDARICA, SI","   29",",,E",,,"   60",",,E","   29",",,E",,
"SIE00105938","1955-07-11","46.3792","13.8539","2514.0","KREDARICA, SI","   33",",,E",,,"   71",",,E","   38",",,E",,
"SIE00105938","1955-07-12","46.3792","13.8539","2514.0","KREDARICA, SI","  124",",,E",,,"  104",",,E","   41",",,E",,
"SIE00105938","1955-07-13","46.3792","13.8539","2514.0","KREDARICA, SI","   71",",,E",,,"   95",",,E","   54",",,E",,
"SIE00105938","1955-07-14","46.3792","13.8539","2514.0","KREDARICA, SI","   44",",,E",,,"   84",",,E","   43",",,E",,
"SIE00105938","1955-07-15","46.3792","13.8539","2514.0","KREDARICA, SI","   68",",,E",,,"   77",",,E","   36",",,E",,
"SIE00105938","1955-07-16","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"   76",",,E","   34",",,E",,
"SIE00105938","1955-07-17","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  122",",,E","   48",",,E",,
"SIE00105938","1955-07-18","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  162",",,E","   70",",,E",,
"SIE00105938","1955-07-19","46.3792","13.8539","2514.0","KREDARICA, SI","   97",",,E",,,"  170",",,E","   93",",,E",,
"SIE00105938","1955-07-20","46.3792","13.8539","2514.0","KREDARICA, SI","    0",",,E",,,"  127",",,E","   64",",,E",,
"SIE00105938","1955-07-21","46.3792","13.8539","2514.0","KREDARICA, SI","  122",",,E",,,"  114",",,E","   79",",,E",,
"SIE00105938","1955-07-22","46.3792","13.8539","2514.0","KREDARICA, SI","   81",",,E",,,"   97",",,E","   50",",,E",,
